# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# NMod      log(t)         H/He  log(L/Ls)  Log(Teff)    log(Tc)  log(rhoc)      Tmax     MTmax     M-cc      M-Hec      M-ce        L-pp       L-cno     L-3alfa       L-gra     He_sup   log(Tce)   Rce/Rtot      R/Rsun     log(g)     M/Msun        mdot     Lacc/L    log(tkh)   log(tacc)  t_conv_gl.  Mix.Len.
# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  2008  9.60880242  0.98691E+00   1.668315   3.658095   7.595788   5.339017   0.00000   0.00000   0.00000   0.25846   0.55688  0.3636E-02  0.9857E+00  0.3049E-14  0.3535E-02   0.292354   6.511363   0.058719   10.995772   2.469319   1.300000  0.0000E+00   0.000000  0.4713E+01 -0.9900E+02   1.007989   1.760000
  2009  9.60882224  0.98691E+00   1.670509   3.657961   7.595952   5.339590   0.00000   0.00000   0.00000   0.25857   0.55688  0.3585E-02  0.9855E+00  0.3069E-14  0.3057E-02   0.292354   6.511343   0.058485   11.030414   2.466587   1.300000  0.0000E+00   0.000000  0.4709E+01 -0.9900E+02   1.008553   1.760000
  2010  9.60884207  0.98691E+00   1.672338   3.657851   7.596119   5.340168   0.00000   0.00000   0.00000   0.25872   0.55688  0.3575E-02  0.9834E+00  0.3092E-14  0.3341E-02   0.292354   6.511731   0.058220   11.059254   2.464319   1.300000  0.0000E+00   0.000000  0.4707E+01 -0.9900E+02   1.009611   1.760000
  2011  9.60886143  0.98691E+00   1.673554   3.657780   7.596280   5.340731   0.00000   0.00000   0.00000   0.25881   0.55688  0.3578E-02  0.9851E+00  0.3118E-14  0.3681E-02   0.292354   6.512687   0.057925   11.078357   2.462820   1.300000  0.0000E+00   0.000000  0.4705E+01 -0.9900E+02   1.011775   1.760000
  2012  9.60888055  0.98691E+00   1.675312   3.657675   7.596439   5.341290   0.00000   0.00000   0.00000   0.25890   0.55688  0.3544E-02  0.9848E+00  0.3140E-14  0.3348E-02   0.292354   6.513090   0.057668   11.106211   2.460639   1.300000  0.0000E+00   0.000000  0.4702E+01 -0.9900E+02   1.013803   1.760000
  2013  9.60889967  0.98691E+00   1.677095   3.657568   7.596599   5.341852   0.00000   0.00000   0.00000   0.25907   0.55688  0.3533E-02  0.9831E+00  0.3162E-14  0.3354E-02   0.292354   6.513493   0.057410   11.134468   2.458432   1.300000  0.0000E+00   0.000000  0.4699E+01 -0.9900E+02   1.018624   1.760000
  2014  9.60891866  0.98691E+00   1.678428   3.657491   7.596754   5.342406   0.00000   0.00000   0.00000   0.25911   0.55860  0.3534E-02  0.9848E+00  0.3187E-14  0.3595E-02   0.292354   6.501612   0.059497   11.155521   2.456791   1.300000  0.0000E+00   0.000000  0.4697E+01 -0.9900E+02   1.004773   1.760000
  2015  9.60893760  0.98691E+00   1.680072   3.657396   7.596910   5.342961   0.00000   0.00000   0.00000   0.25924   0.55860  0.3503E-02  0.9833E+00  0.3209E-14  0.3422E-02   0.292354   6.502083   0.059234   11.181562   2.454766   1.300000  0.0000E+00   0.000000  0.4694E+01 -0.9900E+02   1.005329   1.760000
  2016  9.60895641  0.98691E+00   1.681403   3.657318   7.597061   5.343510   0.00000   0.00000   0.00000   0.25933   0.55860  0.3493E-02  0.9856E+00  0.3233E-14  0.3573E-02   0.292354   6.502855   0.058953   11.202723   2.453124   1.300000  0.0000E+00   0.000000  0.4692E+01 -0.9900E+02   1.005984   1.760000
  2017  9.60897518  0.98691E+00   1.683515   3.657191   7.597211   5.344059   0.00000   0.00000   0.00000   0.25944   0.55860  0.3448E-02  0.9852E+00  0.3252E-14  0.3071E-02   0.292354   6.502845   0.058726   11.236606   2.450501   1.300000  0.0000E+00   0.000000  0.4688E+01 -0.9900E+02   1.006454   1.760000
  2018  9.60899403  0.98691E+00   1.685364   3.657079   7.597362   5.344612   0.00000   0.00000   0.00000   0.25959   0.55860  0.3437E-02  0.9839E+00  0.3272E-14  0.3283E-02   0.292354   6.503192   0.058465   11.266357   2.448204   1.300000  0.0000E+00   0.000000  0.4685E+01 -0.9900E+02   1.007079   1.760000
  2019  9.60901259  0.98691E+00   1.686761   3.656997   7.597508   5.345154   0.00000   0.00000   0.00000   0.25967   0.55860  0.3429E-02  0.9851E+00  0.3295E-14  0.3508E-02   0.292354   6.503940   0.058185   11.288722   2.446481   1.300000  0.0000E+00   0.000000  0.4683E+01 -0.9900E+02   1.007784   1.760000
  2020  9.60903107  0.98691E+00   1.688586   3.656888   7.597654   5.345697   0.00000   0.00000   0.00000   0.25976   0.55860  0.3394E-02  0.9843E+00  0.3315E-14  0.3246E-02   0.292354   6.504244   0.057937   11.318175   2.444218   1.300000  0.0000E+00   0.000000  0.4680E+01 -0.9900E+02   1.008358   1.760000
  2021  9.60904945  0.98691E+00   1.690388   3.656780   7.597800   5.346240   0.00000   0.00000   0.00000   0.25993   0.55860  0.3378E-02  0.9829E+00  0.3335E-14  0.3277E-02   0.292354   6.504579   0.057688   11.347289   2.441987   1.300000  0.0000E+00   0.000000  0.4677E+01 -0.9900E+02   1.008973   1.760000
  2022  9.60906770  0.98691E+00   1.691644   3.656707   7.597941   5.346776   0.00000   0.00000   0.00000   0.25998   0.55860  0.3384E-02  0.9852E+00  0.3359E-14  0.3597E-02   0.292354   6.505495   0.057398   11.367539   2.440438   1.300000  0.0000E+00   0.000000  0.4675E+01 -0.9900E+02   1.009792   1.760000
  2023  9.60908572  0.98691E+00   1.693184   3.656616   7.598082   5.347310   0.00000   0.00000   0.00000   0.26011   0.55860  0.3353E-02  0.9834E+00  0.3380E-14  0.3427E-02   0.292354   6.506087   0.057137   11.392514   2.438532   1.300000  0.0000E+00   0.000000  0.4673E+01 -0.9900E+02   1.011100   1.760000
  2024  9.60910365  0.98691E+00   1.694411   3.656544   7.598220   5.347839   0.00000   0.00000   0.00000   0.26019   0.55860  0.3349E-02  0.9859E+00  0.3404E-14  0.3604E-02   0.292354   6.507022   0.056850   11.412384   2.437018   1.300000  0.0000E+00   0.000000  0.4671E+01 -0.9900E+02   1.012090   1.760000
  2025  9.60912149  0.98691E+00   1.696393   3.656427   7.598356   5.348366   0.00000   0.00000   0.00000   0.26028   0.55860  0.3307E-02  0.9852E+00  0.3421E-14  0.3121E-02   0.292354   6.507226   0.056609   11.444612   2.434569   1.300000  0.0000E+00   0.000000  0.4668E+01 -0.9900E+02   1.012721   1.760000
  2026  9.60913944  0.98691E+00   1.698145   3.656326   7.598493   5.348899   0.00000   0.00000   0.00000   0.26045   0.55860  0.3299E-02  0.9836E+00  0.3441E-14  0.3315E-02   0.292354   6.507732   0.056344   11.473062   2.432412   1.300000  0.0000E+00   0.000000  0.4665E+01 -0.9900E+02   1.013655   1.760000
  2027  9.60915717  0.98691E+00   1.699502   3.656248   7.598626   5.349423   0.00000   0.00000   0.00000   0.26049   0.55860  0.3293E-02  0.9856E+00  0.3463E-14  0.3492E-02   0.292354   6.508551   0.056067   11.495119   2.430744   1.300000  0.0000E+00   0.000000  0.4663E+01 -0.9900E+02   1.014950   1.760000
  2028  9.60917484  0.98691E+00   1.701183   3.656148   7.598760   5.349949   0.00000   0.00000   0.00000   0.26062   0.55860  0.3264E-02  0.9846E+00  0.3483E-14  0.3308E-02   0.292354   6.509038   0.055813   11.522710   2.428662   1.300000  0.0000E+00   0.000000  0.4660E+01 -0.9900E+02   1.016141   1.760000
  2029  9.60919238  0.98691E+00   1.702336   3.656083   7.598891   5.350471   0.00000   0.00000   0.00000   0.26071   0.55860  0.3258E-02  0.9861E+00  0.3507E-14  0.3637E-02   0.292354   6.510108   0.055519   11.541487   2.427247   1.300000  0.0000E+00   0.000000  0.4658E+01 -0.9900E+02   1.019482   1.760000
  2030  9.60920972  0.98691E+00   1.704361   3.655964   7.599019   5.350988   0.00000   0.00000   0.00000   0.26080   0.55860  0.3212E-02  0.9857E+00  0.3523E-14  0.3058E-02   0.292354   6.510274   0.055286   11.574732   2.424749   1.300000  0.0000E+00   0.000000  0.4655E+01 -0.9900E+02   1.021527   1.760000
  2031  9.60922722  0.98691E+00   1.705990   3.655870   7.599151   5.351514   0.00000   0.00000   0.00000   0.26097   0.56032  0.3213E-02  0.9837E+00  0.3544E-14  0.3385E-02   0.292354   6.497375   0.057435   11.601491   2.422743   1.300000  0.0000E+00   0.000000  0.4652E+01 -0.9900E+02   1.009971   1.760000
  2032  9.60924432  0.98691E+00   1.707343   3.655791   7.599276   5.352024   0.00000   0.00000   0.00000   0.26106   0.56032  0.3202E-02  0.9851E+00  0.3565E-14  0.3479E-02   0.292354   6.498150   0.057161   11.623788   2.421075   1.300000  0.0000E+00   0.000000  0.4650E+01 -0.9900E+02   1.010607   1.760000
  2033  9.60926151  0.98691E+00   1.709005   3.655694   7.599402   5.352541   0.00000   0.00000   0.00000   0.26114   0.56032  0.3179E-02  0.9849E+00  0.3585E-14  0.3323E-02   0.292354   6.498634   0.056905   11.651257   2.419025   1.300000  0.0000E+00   0.000000  0.4647E+01 -0.9900E+02   1.011181   1.760000
  2034  9.60927851  0.98691E+00   1.710028   3.655637   7.599526   5.353052   0.00000   0.00000   0.00000   0.26132   0.56032  0.3176E-02  0.9862E+00  0.3609E-14  0.3716E-02   0.292354   6.499775   0.056606   11.668058   2.417774   1.300000  0.0000E+00   0.000000  0.4646E+01 -0.9900E+02   1.011938   1.760000
  2035  9.60929526  0.98691E+00   1.712095   3.655514   7.599646   5.353554   0.00000   0.00000   0.00000   0.26132   0.56032  0.3127E-02  0.9858E+00  0.3624E-14  0.3002E-02   0.292354   6.499793   0.056389   11.702468   2.415216   1.300000  0.0000E+00   0.000000  0.4642E+01 -0.9900E+02   1.012395   1.760000
  2036  9.60931234  0.98691E+00   1.713735   3.655419   7.599770   5.354072   0.00000   0.00000   0.00000   0.26149   0.56032  0.3133E-02  0.9842E+00  0.3644E-14  0.3378E-02   0.292354   6.500425   0.056114   11.729747   2.413194   1.300000  0.0000E+00   0.000000  0.4640E+01 -0.9900E+02   1.013105   1.760000
  2037  9.60932895  0.98691E+00   1.714931   3.655351   7.599889   5.354573   0.00000   0.00000   0.00000   0.26157   0.56032  0.3124E-02  0.9853E+00  0.3667E-14  0.3570E-02   0.292354   6.501366   0.055835   11.749606   2.411724   1.300000  0.0000E+00   0.000000  0.4638E+01 -0.9900E+02   1.013861   1.760000
  2038  9.60934559  0.98691E+00   1.716315   3.655271   7.600010   5.355080   0.00000   0.00000   0.00000   0.26166   0.56032  0.3104E-02  0.9843E+00  0.3688E-14  0.3471E-02   0.292354   6.502145   0.055567   11.772652   2.410022   1.300000  0.0000E+00   0.000000  0.4635E+01 -0.9900E+02   1.014603   1.760000
  2039  9.60936205  0.98691E+00   1.717680   3.655193   7.600128   5.355580   0.00000   0.00000   0.00000   0.26183   0.56032  0.3130E-02  0.9840E+00  0.3710E-14  0.3477E-02   0.292354   6.502952   0.055296   11.795408   2.408345   1.300000  0.0000E+00   0.000000  0.4633E+01 -0.9900E+02   1.015388   1.760000
  2040  9.60937851  0.98691E+00   1.719096   3.655111   7.600245   5.356082   0.00000   0.00000   0.00000   0.26183   0.56032  0.3144E-02  0.9834E+00  0.3731E-14  0.3443E-02   0.292354   6.503692   0.055032   11.819095   2.406602   1.300000  0.0000E+00   0.000000  0.4631E+01 -0.9900E+02   1.016200   1.760000
  2041  9.60939497  0.98691E+00   1.720247   3.655046   7.600361   5.356584   0.00000   0.00000   0.00000   0.26201   0.56032  0.3159E-02  0.9827E+00  0.3755E-14  0.3622E-02   0.292354   6.504757   0.054745   11.838335   2.405190   1.300000  0.0000E+00   0.000000  0.4629E+01 -0.9900E+02   1.017660   1.760000
  2042  9.60941116  0.98691E+00   1.721278   3.654989   7.600474   5.357077   0.00000   0.00000   0.00000   0.26209   0.56032  0.3156E-02  0.9834E+00  0.3779E-14  0.3667E-02   0.292354   6.505854   0.054465   11.855509   2.403930   1.300000  0.0000E+00   0.000000  0.4627E+01 -0.9900E+02   1.019014   1.760000
  2043  9.60942734  0.98691E+00   1.722300   3.654931   7.600587   5.357572   0.00000   0.00000   0.00000   0.26218   0.56032  0.3157E-02  0.9831E+00  0.3803E-14  0.3690E-02   0.292354   6.507001   0.054179   11.872637   2.402676   1.300000  0.0000E+00   0.000000  0.4626E+01 -0.9900E+02   1.021076   1.760000
  2044  9.60944338  0.98691E+00   1.723339   3.654872   7.600699   5.358063   0.00000   0.00000   0.00000   0.26235   0.56032  0.3146E-02  0.9825E+00  0.3827E-14  0.3671E-02   0.292354   6.508082   0.053903   11.890096   2.401400   1.300000  0.0000E+00   0.000000  0.4624E+01 -0.9900E+02   1.026330   1.760000
  2045  9.60945946  0.98691E+00   1.724828   3.654784   7.600809   5.358555   0.00000   0.00000   0.00000   0.26235   0.56204  0.3135E-02  0.9828E+00  0.3847E-14  0.3389E-02   0.292354   6.494617   0.056103   11.915322   2.399559   1.300000  0.0000E+00   0.000000  0.4622E+01 -0.9900E+02   1.013529   1.760000
  2046  9.60947559  0.98691E+00   1.725948   3.654719   7.600920   5.359052   0.00000   0.00000   0.00000   0.26252   0.56204  0.3140E-02  0.9831E+00  0.3871E-14  0.3659E-02   0.292354   6.495662   0.055814   11.934249   2.398181   1.300000  0.0000E+00   0.000000  0.4620E+01 -0.9900E+02   1.014219   1.760000
  2047  9.60949149  0.98691E+00   1.727337   3.654637   7.601028   5.359539   0.00000   0.00000   0.00000   0.26261   0.56204  0.3119E-02  0.9832E+00  0.3892E-14  0.3432E-02   0.292354   6.496359   0.055557   11.957838   2.396466   1.300000  0.0000E+00   0.000000  0.4618E+01 -0.9900E+02   1.014813   1.760000
  2048  9.60950760  0.98691E+00   1.728494   3.654571   7.601137   5.360035   0.00000   0.00000   0.00000   0.26270   0.56204  0.3120E-02  0.9829E+00  0.3916E-14  0.3618E-02   0.292354   6.497376   0.055273   11.977431   2.395043   1.300000  0.0000E+00   0.000000  0.4616E+01 -0.9900E+02   1.015526   1.760000
  2049  9.60952347  0.98691E+00   1.729982   3.654483   7.601242   5.360521   0.00000   0.00000   0.00000   0.26278   0.56204  0.3095E-02  0.9839E+00  0.3935E-14  0.3365E-02   0.292354   6.498043   0.055013   12.002846   2.393202   1.300000  0.0000E+00   0.000000  0.4613E+01 -0.9900E+02   1.016161   1.760000
  2050  9.60953954  0.98691E+00   1.731557   3.654389   7.601347   5.361012   0.00000   0.00000   0.00000   0.26287   0.56204  0.3077E-02  0.9836E+00  0.3955E-14  0.3291E-02   0.292354   6.498572   0.054768   12.029834   2.391252   1.300000  0.0000E+00   0.000000  0.4611E+01 -0.9900E+02   1.016793   1.760000
  2051  9.60955558  0.98691E+00   1.733163   3.654293   7.601452   5.361504   0.00000   0.00000   0.00000   0.26304   0.56204  0.3060E-02  0.9826E+00  0.3974E-14  0.3296E-02   0.292354   6.499191   0.054507   12.057400   2.389263   1.300000  0.0000E+00   0.000000  0.4608E+01 -0.9900E+02   1.017488   1.760000
  2052  9.60957151  0.98691E+00   1.734623   3.654208   7.601555   5.361993   0.00000   0.00000   0.00000   0.26313   0.56204  0.3051E-02  0.9836E+00  0.3994E-14  0.3382E-02   0.292354   6.499968   0.054237   12.082413   2.387464   1.300000  0.0000E+00   0.000000  0.4606E+01 -0.9900E+02   1.018265   1.760000
  2053  9.60958731  0.98691E+00   1.736094   3.654124   7.601656   5.362478   0.00000   0.00000   0.00000   0.26322   0.56204  0.3032E-02  0.9835E+00  0.4014E-14  0.3355E-02   0.292354   6.500655   0.053982   12.107616   2.385654   1.300000  0.0000E+00   0.000000  0.4603E+01 -0.9900E+02   1.019025   1.760000
  2054  9.60960307  0.98691E+00   1.737448   3.654049   7.601758   5.362964   0.00000   0.00000   0.00000   0.26330   0.56204  0.3024E-02  0.9836E+00  0.4035E-14  0.3445E-02   0.292354   6.501524   0.053711   12.130691   2.384000   1.300000  0.0000E+00   0.000000  0.4601E+01 -0.9900E+02   1.019922   1.760000
  2055  9.60961865  0.98691E+00   1.738746   3.653976   7.601859   5.363446   0.00000   0.00000   0.00000   0.26339   0.56204  0.3013E-02  0.9833E+00  0.4057E-14  0.3484E-02   0.292354   6.502470   0.053435   12.152869   2.382413   1.300000  0.0000E+00   0.000000  0.4599E+01 -0.9900E+02   1.020965   1.760000
  2056  9.60963410  0.98691E+00   1.740209   3.653893   7.601958   5.363924   0.00000   0.00000   0.00000   0.26356   0.56204  0.2998E-02  0.9838E+00  0.4077E-14  0.3371E-02   0.292354   6.503254   0.053170   12.178017   2.380618   1.300000  0.0000E+00   0.000000  0.4597E+01 -0.9900E+02   1.022071   1.760000
  2057  9.60964955  0.98691E+00   1.741774   3.653804   7.602057   5.364402   0.00000   0.00000   0.00000   0.26365   0.56204  0.2985E-02  0.9835E+00  0.4097E-14  0.3308E-02   0.292354   6.503931   0.052912   12.205009   2.378695   1.300000  0.0000E+00   0.000000  0.4594E+01 -0.9900E+02   1.023343   1.760000
  2058  9.60966495  0.98691E+00   1.743079   3.653729   7.602154   5.364879   0.00000   0.00000   0.00000   0.26373   0.56204  0.2983E-02  0.9829E+00  0.4118E-14  0.3473E-02   0.292354   6.504912   0.052634   12.227575   2.377090   1.300000  0.0000E+00   0.000000  0.4592E+01 -0.9900E+02   1.025768   1.760000
  2059  9.60968020  0.98691E+00   1.744420   3.653652   7.602251   5.365351   0.00000   0.00000   0.00000   0.26382   0.56204  0.2971E-02  0.9837E+00  0.4140E-14  0.3437E-02   0.292354   6.505840   0.052361   12.250813   2.375441   1.300000  0.0000E+00   0.000000  0.4590E+01 -0.9900E+02   1.033528   1.760000
  2060  9.60969542  0.98691E+00   1.745788   3.653573   7.602347   5.365823   0.00000   0.00000   0.00000   0.26391   0.56376  0.2962E-02  0.9835E+00  0.4161E-14  0.3419E-02   0.292354   6.491823   0.054598   12.274610   2.373755   1.300000  0.0000E+00   0.000000  0.4588E+01 -0.9900E+02   1.017473   1.760000
  2061  9.60971058  0.98691E+00   1.747130   3.653495   7.602443   5.366294   0.00000   0.00000   0.00000   0.26399   0.56376  0.2952E-02  0.9834E+00  0.4182E-14  0.3436E-02   0.292354   6.492638   0.054333   12.298009   2.372101   1.300000  0.0000E+00   0.000000  0.4586E+01 -0.9900E+02   1.018096   1.760000
  2062  9.60972564  0.98691E+00   1.748566   3.653411   7.602537   5.366763   0.00000   0.00000   0.00000   0.26417   0.56376  0.2941E-02  0.9837E+00  0.4203E-14  0.3375E-02   0.292354   6.493336   0.054079   12.323116   2.370330   1.300000  0.0000E+00   0.000000  0.4583E+01 -0.9900E+02   1.018707   1.760000
  2063  9.60974063  0.98691E+00   1.750156   3.653316   7.602631   5.367230   0.00000   0.00000   0.00000   0.26425   0.56376  0.2926E-02  0.9835E+00  0.4222E-14  0.3286E-02   0.292354   6.493957   0.053823   12.351064   2.368362   1.300000  0.0000E+00   0.000000  0.4581E+01 -0.9900E+02   1.019340   1.760000
  2064  9.60975561  0.98691E+00   1.751446   3.653237   7.602725   5.367698   0.00000   0.00000   0.00000   0.26434   0.56376  0.2925E-02  0.9831E+00  0.4245E-14  0.3470E-02   0.292354   6.494857   0.053552   12.373928   2.366756   1.300000  0.0000E+00   0.000000  0.4579E+01 -0.9900E+02   1.020067   1.760000
  2065  9.60977041  0.98691E+00   1.752743   3.653158   7.602818   5.368161   0.00000   0.00000   0.00000   0.26443   0.56376  0.2913E-02  0.9833E+00  0.4267E-14  0.3452E-02   0.292354   6.495763   0.053281   12.396952   2.365141   1.300000  0.0000E+00   0.000000  0.4577E+01 -0.9900E+02   1.020804   1.760000
  2066  9.60978517  0.98691E+00   1.754088   3.653077   7.602909   5.368623   0.00000   0.00000   0.00000   0.26451   0.56376  0.2904E-02  0.9833E+00  0.4288E-14  0.3431E-02   0.292354   6.496653   0.053010   12.420804   2.363471   1.300000  0.0000E+00   0.000000  0.4574E+01 -0.9900E+02   1.021575   1.760000
  2067  9.60979989  0.98691E+00   1.755378   3.653001   7.603001   5.369085   0.00000   0.00000   0.00000   0.26460   0.56376  0.2895E-02  0.9832E+00  0.4310E-14  0.3468E-02   0.292354   6.497607   0.052736   12.443597   2.361879   1.300000  0.0000E+00   0.000000  0.4572E+01 -0.9900E+02   1.022375   1.760000
  2068  9.60981450  0.98691E+00   1.756762   3.652918   7.603092   5.369544   0.00000   0.00000   0.00000   0.26477   0.56376  0.2878E-02  0.9836E+00  0.4332E-14  0.3390E-02   0.292354   6.498424   0.052475   12.468212   2.360162   1.300000  0.0000E+00   0.000000  0.4570E+01 -0.9900E+02   1.023206   1.760000
  2069  9.60982913  0.98691E+00   1.758294   3.652827   7.603182   5.370004   0.00000   0.00000   0.00000   0.26486   0.56376  0.2863E-02  0.9834E+00  0.4352E-14  0.3309E-02   0.292354   6.499163   0.052214   12.495450   2.358267   1.300000  0.0000E+00   0.000000  0.4568E+01 -0.9900E+02   1.024081   1.760000
  2070  9.60984371  0.98691E+00   1.759854   3.652736   7.603272   5.370464   0.00000   0.00000   0.00000   0.26494   0.56376  0.2851E-02  0.9835E+00  0.4372E-14  0.3308E-02   0.292354   6.499908   0.051952   12.523171   2.356342   1.300000  0.0000E+00   0.000000  0.4565E+01 -0.9900E+02   1.025063   1.760000
