#   NMOD   LOG(T)      H/HE      LOG L/Ls    LOG TE    LOG TC  LOG RHOc     TMAX     MTMAX     M-CC    M-HEC      M-CE     L-PP      L-CNO       L-3A       L-GRA    HE_SUP  LOGTce   GICO    R/Rsun  LOG(g)   M/Msun      mdot   log (L+Lacc)/Ls  Lacc/Ls      Lacc/L      log tkh   log tacc   log t(d)   log t(li6)   log t(li7)    t_conv(glob)    RCE/Rtot      CP_T     Mix.Len.
   534  7.31485575  0.72482E+00   0.36963   3.79962   7.18656   1.87389   0.00000   0.00000  0.23938  0.00000   2.44405  0.611E+00  0.235E+00  0.000E+00  0.150E+00  0.2608  5.9549  0.2498   1.2848  4.3101  1.230000  0.000E+00  3.69632E-01  0.00000E+00  0.00000E+00    6.89603  -99.00000  -99.00000  -99.00000  -99.00000        1.308250E-02    0.85354  4.491511E+44  2.000000E+00
   535  7.31555872  0.72481E+00   0.36764   3.79957   7.18672   1.87364   0.00000   0.00000  0.23938  0.00000   2.44405  0.615E+00  0.236E+00  0.000E+00  0.145E+00  0.2608  5.9550  0.2498   1.2821  4.3119  1.230000  0.000E+00  3.67637E-01  0.00000E+00  0.00000E+00    6.89893  -99.00000  -99.00000  -99.00000  -99.00000        1.300908E-02    0.85379  4.492084E+44  2.000000E+00
   536  7.31626206  0.72481E+00   0.36564   3.79952   7.18688   1.87339   0.00000   0.00000  0.23938  0.00000   2.44405  0.618E+00  0.238E+00  0.000E+00  0.140E+00  0.2608  5.9550  0.2498   1.2795  4.3137  1.230000  0.000E+00  3.65641E-01  0.00000E+00  0.00000E+00    6.90182  -99.00000  -99.00000  -99.00000  -99.00000        1.293657E-02    0.85404  4.492376E+44  2.000000E+00
   537  7.31696567  0.72480E+00   0.36365   3.79947   7.18702   1.87314   0.00000   0.00000  0.23938  0.00000   2.44388  0.622E+00  0.239E+00  0.000E+00  0.135E+00  0.2608  5.9683  0.2498   1.2769  4.3154  1.230000  0.000E+00  3.63648E-01  0.00000E+00  0.00000E+00    6.90470  -99.00000  -99.00000  -99.00000  -99.00000        1.707740E-02    0.85049  4.492448E+44  2.000000E+00
   538  7.31767081  0.72480E+00   0.36165   3.79941   7.18716   1.87289   0.00000   0.00000  0.23938  0.00000   2.44388  0.625E+00  0.240E+00  0.000E+00  0.131E+00  0.2608  5.9683  0.2498   1.2743  4.3172  1.230000  0.000E+00  3.61653E-01  0.00000E+00  0.00000E+00    6.90758  -99.00000  -99.00000  -99.00000  -99.00000        1.574084E-02    0.85075  5.014944E+44  2.000000E+00
   539  7.31837666  0.72480E+00   0.35966   3.79935   7.18729   1.87264   0.00000   0.00000  0.23938  0.00000   2.44388  0.628E+00  0.242E+00  0.000E+00  0.126E+00  0.2608  5.9682  0.2498   1.2717  4.3190  1.230000  0.000E+00  3.59657E-01  0.00000E+00  0.00000E+00    6.91045  -99.00000  -99.00000  -99.00000  -99.00000        1.519632E-02    0.85102  5.014453E+44  2.000000E+00
   540  7.31908278  0.72479E+00   0.35767   3.79928   7.18742   1.87239   0.00000   0.00000  0.23938  0.00000   2.44388  0.632E+00  0.243E+00  0.000E+00  0.121E+00  0.2608  5.9682  0.2498   1.2692  4.3207  1.230000  0.000E+00  3.57666E-01  0.00000E+00  0.00000E+00    6.91331  -99.00000  -99.00000  -99.00000  -99.00000        1.484750E-02    0.85129  5.013549E+44  2.000000E+00
   541  7.31979073  0.72479E+00   0.35567   3.79922   7.18754   1.87214   0.00000   0.00000  0.23938  0.00000   2.44388  0.635E+00  0.244E+00  0.000E+00  0.117E+00  0.2608  5.9681  0.2498   1.2667  4.3224  1.230000  0.000E+00  3.55674E-01  0.00000E+00  0.00000E+00    6.91616  -99.00000  -99.00000  -99.00000  -99.00000        1.458610E-02    0.85158  5.012259E+44  2.000000E+00
   542  7.32050026  0.72478E+00   0.35368   3.79915   7.18764   1.87188   0.00000   0.00000  0.23938  0.00000   2.44388  0.639E+00  0.245E+00  0.000E+00  0.112E+00  0.2608  5.9679  0.2498   1.2642  4.3241  1.230000  0.000E+00  3.53683E-01  0.00000E+00  0.00000E+00    6.91901  -99.00000  -99.00000  -99.00000  -99.00000        1.438004E-02    0.85186  5.548591E+44  2.000000E+00
   543  7.32121188  0.72478E+00   0.35169   3.79907   7.18775   1.87164   0.00000   0.00000  0.23938  0.00000   2.44388  0.642E+00  0.246E+00  0.000E+00  0.108E+00  0.2608  5.9678  0.2498   1.2617  4.3258  1.230000  0.000E+00  3.51689E-01  0.00000E+00  0.00000E+00    6.92184  -99.00000  -99.00000  -99.00000  -99.00000        1.421181E-02    0.85215  5.009302E+44  2.000000E+00
   544  7.32192463  0.72478E+00   0.34971   3.79899   7.18786   1.87139   0.00000   0.00000  0.23938  0.00000   2.44388  0.645E+00  0.247E+00  0.000E+00  0.103E+00  0.2608  5.9677  0.2498   1.2593  4.3275  1.230000  0.000E+00  3.49706E-01  0.00000E+00  0.00000E+00    6.92466  -99.00000  -99.00000  -99.00000  -99.00000        1.406045E-02    0.85244  5.007442E+44  2.000000E+00
   545  7.32264214  0.72477E+00   0.34772   3.79891   7.18795   1.87115   0.00000   0.00000  0.23938  0.00000   2.44388  0.649E+00  0.248E+00  0.000E+00  0.992E-01  0.2608  5.9675  0.2498   1.2569  4.3291  1.230000  0.000E+00  3.47721E-01  0.00000E+00  0.00000E+00    6.92748  -99.00000  -99.00000  -99.00000  -99.00000        1.391860E-02    0.85274  6.023458E+44  2.000000E+00
   546  7.32336392  0.72477E+00   0.34583   3.79891   7.18805   1.87091   0.00000   0.00000  0.23938  0.00000   2.44388  0.652E+00  0.249E+00  0.000E+00  0.953E-01  0.2608  5.9667  0.2498   1.2541  4.3310  1.230000  0.000E+00  3.45825E-01  0.00000E+00  0.00000E+00    6.93032  -99.00000  -99.00000  -99.00000  -99.00000        1.367125E-02    0.85323  4.996276E+44  2.000000E+00
   547  7.32412406  0.72476E+00   0.34419   3.79930   7.18814   1.87066   0.00000   0.00000  0.23938  0.00000   2.44372  0.655E+00  0.249E+00  0.000E+00  0.919E-01  0.2608  5.9766  0.2498   1.2496  4.3342  1.230000  0.000E+00  3.44186E-01  0.00000E+00  0.00000E+00    6.93356  -99.00000  -99.00000  -99.00000  -99.00000        1.471115E-02    0.85110  4.957176E+44  2.000000E+00
   548  7.32504973  0.72476E+00   0.34133   3.79916   7.18824   1.87037   0.00000   0.00000  0.23938  0.00000   2.44372  0.659E+00  0.250E+00  0.000E+00  0.862E-01  0.2608  5.9751  0.2498   1.2463  4.3365  1.230000  0.000E+00  3.41334E-01  0.00000E+00  0.00000E+00    6.93756  -99.00000  -99.00000  -99.00000  -99.00000        1.438555E-02    0.85163  5.480459E+44  2.000000E+00
   549  7.32569768  0.72475E+00   0.33948   3.79905   7.18831   1.87016   0.00000   0.00000  0.23938  0.00000   2.44356  0.662E+00  0.251E+00  0.000E+00  0.826E-01  0.2608  5.9866  0.2498   1.2442  4.3379  1.230000  0.000E+00  3.39480E-01  0.00000E+00  0.00000E+00    6.94013  -99.00000  -99.00000  -99.00000  -99.00000        2.434291E-02    0.84850  5.477084E+44  2.000000E+00
   550  7.32639580  0.72475E+00   0.33760   3.79896   7.18838   1.86995   0.00000   0.00000  0.23938  0.00000   2.44356  0.665E+00  0.251E+00  0.000E+00  0.790E-01  0.2608  5.9864  0.2498   1.2420  4.3395  1.230000  0.000E+00  3.37604E-01  0.00000E+00  0.00000E+00    6.94276  -99.00000  -99.00000  -99.00000  -99.00000        1.950231E-02    0.84881  6.019107E+44  2.000000E+00
   551  7.32713888  0.72475E+00   0.33563   3.79887   7.18845   1.86972   0.00000   0.00000  0.23938  0.00000   2.44356  0.669E+00  0.252E+00  0.000E+00  0.753E-01  0.2608  5.9861  0.2498   1.2398  4.3410  1.230000  0.000E+00  3.35630E-01  0.00000E+00  0.00000E+00    6.94552  -99.00000  -99.00000  -99.00000  -99.00000        1.834725E-02    0.84914  7.146262E+44  2.000000E+00
   552  7.32789019  0.72474E+00   0.33366   3.79876   7.18851   1.86950   0.00000   0.00000  0.23938  0.00000   2.44356  0.672E+00  0.252E+00  0.000E+00  0.717E-01  0.2608  5.9857  0.2498   1.2375  4.3426  1.230000  0.000E+00  3.33655E-01  0.00000E+00  0.00000E+00    6.94828  -99.00000  -99.00000  -99.00000  -99.00000        1.771755E-02    0.84947  6.010194E+44  2.000000E+00
   553  7.32864980  0.72474E+00   0.33168   3.79866   7.18857   1.86928   0.00000   0.00000  0.23938  0.00000   2.44356  0.675E+00  0.252E+00  0.000E+00  0.682E-01  0.2608  5.9854  0.2498   1.2353  4.3442  1.230000  0.000E+00  3.31682E-01  0.00000E+00  0.00000E+00    6.95104  -99.00000  -99.00000  -99.00000  -99.00000        1.728023E-02    0.84980  6.005401E+44  2.000000E+00
   554  7.32941850  0.72473E+00   0.32971   3.79855   7.18862   1.86907   0.00000   0.00000  0.23938  0.00000   2.44356  0.678E+00  0.252E+00  0.000E+00  0.648E-01  0.2608  5.9850  0.2498   1.2331  4.3457  1.230000  0.000E+00  3.29708E-01  0.00000E+00  0.00000E+00    6.95378  -99.00000  -99.00000  -99.00000  -99.00000        1.694670E-02    0.85013  6.000494E+44  2.000000E+00
   555  7.33019585  0.72473E+00   0.32774   3.79845   7.18868   1.86886   0.00000   0.00000  0.23938  0.00000   2.44356  0.681E+00  0.253E+00  0.000E+00  0.614E-01  0.2608  5.9846  0.2498   1.2309  4.3473  1.230000  0.000E+00  3.27741E-01  0.00000E+00  0.00000E+00    6.95652  -99.00000  -99.00000  -99.00000  -99.00000        1.666546E-02    0.85047  5.995088E+44  2.000000E+00
   556  7.33098500  0.72472E+00   0.32576   3.79833   7.18872   1.86866   0.00000   0.00000  0.23938  0.00000   2.44356  0.684E+00  0.253E+00  0.000E+00  0.581E-01  0.2608  5.9843  0.2498   1.2288  4.3488  1.230000  0.000E+00  3.25762E-01  0.00000E+00  0.00000E+00    6.95925  -99.00000  -99.00000  -99.00000  -99.00000        1.643949E-02    0.85080  5.989999E+44  2.000000E+00
   557  7.33178103  0.72472E+00   0.32381   3.79821   7.18877   1.86846   0.00000   0.00000  0.22897  0.00000   2.44356  0.688E+00  0.253E+00  0.000E+00  0.550E-01  0.2608  5.9838  0.2498   1.2267  4.3503  1.230000  0.000E+00  3.23805E-01  0.00000E+00  0.00000E+00    6.96196  -99.00000  -99.00000  -99.00000  -99.00000        1.623433E-02    0.85114  5.984432E+44  2.000000E+00
   558  7.33259300  0.72471E+00   0.32184   3.79810   7.18880   1.86826   0.00000   0.00000  0.22897  0.00000   2.44356  0.690E+00  0.253E+00  0.000E+00  0.525E-01  0.2608  5.9834  0.2394   1.2246  4.3518  1.230000  0.000E+00  3.21839E-01  0.00000E+00  0.00000E+00    6.96468  -99.00000  -99.00000  -99.00000  -99.00000        1.604906E-02    0.85149  7.104286E+44  2.000000E+00
   559  7.33341728  0.72471E+00   0.31987   3.79798   7.18884   1.86808   0.00000   0.00000  0.22897  0.00000   2.44356  0.693E+00  0.253E+00  0.000E+00  0.500E-01  0.2608  5.9830  0.2394   1.2225  4.3532  1.230000  0.000E+00  3.19874E-01  0.00000E+00  0.00000E+00    6.96738  -99.00000  -99.00000  -99.00000  -99.00000        1.588538E-02    0.85183  5.972633E+44  2.000000E+00
   560  7.33425463  0.72470E+00   0.31803   3.79794   7.18887   1.86791   0.00000   0.00000  0.22897  0.00000   2.44323  0.695E+00  0.252E+00  0.000E+00  0.477E-01  0.2608  6.0039  0.2394   1.2201  4.3549  1.230000  0.000E+00  3.18027E-01  0.00000E+00  0.00000E+00    6.97008  -99.00000  -99.00000  -99.00000  -99.00000        2.054500E-02    0.84599  7.082842E+44  2.000000E+00
   561  7.33515946  0.72470E+00   0.31651   3.79833   7.18890   1.86774   0.00000   0.00000  0.22897  0.00000   2.44323  0.697E+00  0.252E+00  0.000E+00  0.462E-01  0.2608  6.0004  0.2394   1.2158  4.3580  1.230000  0.000E+00  3.16508E-01  0.00000E+00  0.00000E+00    6.97314  -99.00000  -99.00000  -99.00000  -99.00000        1.763298E-02    0.84750  7.026230E+44  2.000000E+00
   562  7.33634850  0.72469E+00   0.31338   3.79809   7.18893   1.86753   0.00000   0.00000  0.22897  0.00000   2.44323  0.702E+00  0.251E+00  0.000E+00  0.417E-01  0.2608  5.9993  0.2394   1.2127  4.3602  1.230000  0.000E+00  3.13382E-01  0.00000E+00  0.00000E+00    6.97735  -99.00000  -99.00000  -99.00000  -99.00000        1.724298E-02    0.84815  7.008857E+44  2.000000E+00
   563  7.33710749  0.72469E+00   0.31166   3.79798   7.18894   1.86740   0.00000   0.00000  0.22897  0.00000   2.44323  0.705E+00  0.251E+00  0.000E+00  0.394E-01  0.2608  5.9988  0.2394   1.2110  4.3615  1.230000  0.000E+00  3.11663E-01  0.00000E+00  0.00000E+00    6.97970  -99.00000  -99.00000  -99.00000  -99.00000        1.708197E-02    0.84847  8.164251E+44  2.000000E+00
   564  7.33798853  0.72468E+00   0.30976   3.79785   7.18895   1.86726   0.00000   0.00000  0.22897  0.00000   2.44323  0.708E+00  0.250E+00  0.000E+00  0.370E-01  0.2608  5.9983  0.2394   1.2090  4.3629  1.230000  0.000E+00  3.09764E-01  0.00000E+00  0.00000E+00    6.98229  -99.00000  -99.00000  -99.00000  -99.00000        1.692208E-02    0.84883  6.993111E+44  2.000000E+00
   565  7.33891476  0.72468E+00   0.30783   3.79772   7.18897   1.86713   0.00000   0.00000  0.22897  0.00000   2.44323  0.711E+00  0.250E+00  0.000E+00  0.345E-01  0.2608  5.9978  0.2394   1.2071  4.3643  1.230000  0.000E+00  3.07831E-01  0.00000E+00  0.00000E+00    6.98493  -99.00000  -99.00000  -99.00000  -99.00000        1.677193E-02    0.84920  6.984726E+44  2.000000E+00
   566  7.33987117  0.72467E+00   0.30590   3.79759   7.18898   1.86701   0.00000   0.00000  0.22897  0.00000   2.44291  0.714E+00  0.249E+00  0.000E+00  0.322E-01  0.2608  6.0170  0.2394   1.2051  4.3657  1.230000  0.000E+00  3.05899E-01  0.00000E+00  0.00000E+00    6.98756  -99.00000  -99.00000  -99.00000  -99.00000        2.459572E-02    0.84372  6.976171E+44  2.000000E+00
   567  7.34085884  0.72466E+00   0.30398   3.79745   7.18898   1.86689   0.00000   0.00000  0.22897  0.00000   2.44291  0.717E+00  0.248E+00  0.000E+00  0.300E-01  0.2608  6.0164  0.2394   1.2032  4.3671  1.230000  0.000E+00  3.03976E-01  0.00000E+00  0.00000E+00    6.99018  -99.00000  -99.00000  -99.00000  -99.00000        2.090887E-02    0.84410  9.333043E+44  2.000000E+00
   568  7.34188374  0.72466E+00   0.30203   3.79732   7.18898   1.86679   0.00000   0.00000  0.21856  0.00000   2.44291  0.720E+00  0.247E+00  0.000E+00  0.277E-01  0.2608  6.0159  0.2394   1.2013  4.3685  1.230000  0.000E+00  3.02034E-01  0.00000E+00  0.00000E+00    6.99282  -99.00000  -99.00000  -99.00000  -99.00000        1.996562E-02    0.84448  8.115432E+44  2.000000E+00
   569  7.34293647  0.72465E+00   0.30011   3.79718   7.18898   1.86670   0.00000   0.00000  0.21856  0.00000   2.44291  0.722E+00  0.246E+00  0.000E+00  0.265E-01  0.2608  6.0153  0.2290   1.1994  4.3698  1.230000  0.000E+00  3.00107E-01  0.00000E+00  0.00000E+00    6.99544  -99.00000  -99.00000  -99.00000  -99.00000        1.942942E-02    0.84485  8.105165E+44  2.000000E+00
   570  7.34402667  0.72464E+00   0.29819   3.79704   7.18897   1.86664   0.00000   0.00000  0.21856  0.00000   2.44291  0.725E+00  0.245E+00  0.000E+00  0.251E-01  0.2608  6.0148  0.2290   1.1975  4.3712  1.230000  0.000E+00  2.98189E-01  0.00000E+00  0.00000E+00    6.99803  -99.00000  -99.00000  -99.00000  -99.00000        1.904916E-02    0.84523  8.094825E+44  2.000000E+00
   571  7.34516054  0.72464E+00   0.29628   3.79689   7.18896   1.86659   0.00000   0.00000  0.21856  0.00000   2.44291  0.727E+00  0.243E+00  0.000E+00  0.237E-01  0.2608  6.0142  0.2290   1.1957  4.3725  1.230000  0.000E+00  2.96278E-01  0.00000E+00  0.00000E+00    7.00061  -99.00000  -99.00000  -99.00000  -99.00000        1.875044E-02    0.84560  8.084378E+44  2.000000E+00
   572  7.34634411  0.72463E+00   0.29438   3.79675   7.18895   1.86655   0.00000   0.00000  0.21856  0.00000   2.44291  0.730E+00  0.242E+00  0.000E+00  0.222E-01  0.2608  6.0136  0.2290   1.1939  4.3738  1.230000  0.000E+00  2.94376E-01  0.00000E+00  0.00000E+00    7.00317  -99.00000  -99.00000  -99.00000  -99.00000        1.850052E-02    0.84597  8.073722E+44  2.000000E+00
   573  7.34758519  0.72462E+00   0.29310   3.79719   7.18894   1.86654   0.00000   0.00000  0.21856  0.00000   2.44258  0.732E+00  0.240E+00  0.000E+00  0.221E-01  0.2608  6.0279  0.2290   1.1897  4.3769  1.230000  0.000E+00  2.93102E-01  0.00000E+00  0.00000E+00    7.00597  -99.00000  -99.00000  -99.00000  -99.00000        2.166664E-02    0.84226  7.998785E+44  2.000000E+00
   574  7.34944019  0.72461E+00   0.29003   3.79692   7.18891   1.86656   0.00000   0.00000  0.20816  0.00000   2.44258  0.738E+00  0.238E+00  0.000E+00  0.192E-01  0.2608  6.0265  0.2290   1.1870  4.3789  1.230000  0.000E+00  2.90033E-01  0.00000E+00  0.00000E+00    7.01003  -99.00000  -99.00000  -99.00000  -99.00000        2.029199E-02    0.84291  9.165256E+44  2.000000E+00
   575  7.35064456  0.72460E+00   0.28839   3.79680   7.18889   1.86660   0.00000   0.00000  0.20816  0.00000   2.44258  0.739E+00  0.236E+00  0.000E+00  0.190E-01  0.2608  6.0258  0.2186   1.1854  4.3800  1.230000  0.000E+00  2.88389E-01  0.00000E+00  0.00000E+00    7.01225  -99.00000  -99.00000  -99.00000  -99.00000        1.990917E-02    0.84328  9.152225E+44  2.000000E+00
   576  7.35210572  0.72459E+00   0.28657   3.79665   7.18886   1.86669   0.00000   0.00000  0.20816  0.00000   2.44258  0.742E+00  0.234E+00  0.000E+00  0.186E-01  0.2608  6.0252  0.2186   1.1837  4.3812  1.230000  0.000E+00  2.86565E-01  0.00000E+00  0.00000E+00    7.01469  -99.00000  -99.00000  -99.00000  -99.00000        1.960658E-02    0.84366  9.139193E+44  2.000000E+00
   577  7.35370246  0.72458E+00   0.28476   3.79650   7.18883   1.86681   0.00000   0.00000  0.20816  0.00000   2.44258  0.745E+00  0.231E+00  0.000E+00  0.180E-01  0.2608  6.0246  0.2186   1.1821  4.3825  1.230000  0.000E+00  2.84757E-01  0.00000E+00  0.00000E+00    7.01710  -99.00000  -99.00000  -99.00000  -99.00000        1.935874E-02    0.84403  9.126307E+44  2.000000E+00
   578  7.35546149  0.72457E+00   0.28297   3.79635   7.18880   1.86698   0.00000   0.00000  0.20816  0.00000   2.44258  0.748E+00  0.228E+00  0.000E+00  0.175E-01  0.2608  6.0239  0.2186   1.1804  4.3837  1.230000  0.000E+00  2.82967E-01  0.00000E+00  0.00000E+00    7.01949  -99.00000  -99.00000  -99.00000  -99.00000        1.914077E-02    0.84441  9.112988E+44  2.000000E+00
   579  7.35741852  0.72456E+00   0.28121   3.79620   7.18876   1.86720   0.00000   0.00000  0.19775  0.00000   2.44258  0.752E+00  0.225E+00  0.000E+00  0.171E-01  0.2608  6.0233  0.2186   1.1789  4.3848  1.230000  0.000E+00  2.81206E-01  0.00000E+00  0.00000E+00    7.02183  -99.00000  -99.00000  -99.00000  -99.00000        1.895404E-02    0.84478  9.099955E+44  2.000000E+00
   580  7.35963076  0.72455E+00   0.27951   3.79605   7.18872   1.86753   0.00000   0.00000  0.19775  0.00000   2.44258  0.754E+00  0.221E+00  0.000E+00  0.186E-01  0.2608  6.0227  0.2082   1.1774  4.3859  1.230000  0.000E+00  2.79514E-01  0.00000E+00  0.00000E+00    7.02408  -99.00000  -99.00000  -99.00000  -99.00000        1.879282E-02    0.84513  9.087436E+44  2.000000E+00
   581  7.36223126  0.72453E+00   0.27791   3.79591   7.18868   1.86797   0.00000   0.00000  0.19775  0.00000   2.44226  0.758E+00  0.217E+00  0.000E+00  0.196E-01  0.2608  6.0388  0.2082   1.1759  4.3870  1.230000  0.000E+00  2.77909E-01  0.00000E+00  0.00000E+00    7.02620  -99.00000  -99.00000  -99.00000  -99.00000        2.557890E-02    0.84043  9.075694E+44  2.000000E+00
   582  7.36544905  0.72451E+00   0.27645   3.79579   7.18864   1.86860   0.00000   0.00000  0.18734  0.00000   2.44226  0.762E+00  0.211E+00  0.000E+00  0.209E-01  0.2608  6.0383  0.2082   1.1746  4.3879  1.230000  0.000E+00  2.76452E-01  0.00000E+00  0.00000E+00    7.02814  -99.00000  -99.00000  -99.00000  -99.00000        2.276143E-02    0.84074  1.028630E+45  2.000000E+00
   583  7.36982951  0.72448E+00   0.27534   3.79570   7.18861   1.86965   0.00000   0.00000  0.18734  0.00000   2.44226  0.765E+00  0.203E+00  0.000E+00  0.252E-01  0.2608  6.0379  0.1977   1.1736  4.3887  1.230000  0.000E+00  2.75335E-01  0.00000E+00  0.00000E+00    7.02964  -99.00000  -99.00000  -99.00000  -99.00000        2.210085E-02    0.84096  1.027858E+45  2.000000E+00
   584  7.37631845  0.72444E+00   0.27510   3.79571   7.18865   1.87137   0.00000   0.00000  0.17693  0.00000   2.44226  0.772E+00  0.192E+00  0.000E+00  0.295E-01  0.2608  6.0381  0.1977   1.1732  4.3890  1.230000  0.000E+00  2.75101E-01  0.00000E+00  0.00000E+00    7.03001  -99.00000  -99.00000  -99.00000  -99.00000        2.217358E-02    0.84095  1.028233E+45  2.000000E+00
   585  7.38587362  0.72438E+00   0.27673   3.79595   7.18884   1.87426   0.00000   0.00000  0.16652  0.00000   2.44258  0.779E+00  0.176E+00  0.000E+00  0.378E-01  0.2607  6.0228  0.1873   1.1741  4.3883  1.230000  0.000E+00  2.76726E-01  0.00000E+00  0.00000E+00    7.02805  -99.00000  -99.00000  -99.00000  -99.00000        1.869275E-02    0.84546  1.031434E+45  2.000000E+00
   586  7.39735534  0.72430E+00   0.28003   3.79644   7.18925   1.87799   0.00000   0.00000  0.15612  0.00000   2.44258  0.788E+00  0.159E+00  0.000E+00  0.454E-01  0.2607  6.0256  0.1769   1.1760  4.3869  1.230000  0.000E+00  2.80033E-01  0.00000E+00  0.00000E+00    7.02407  -99.00000  -99.00000  -99.00000  -99.00000        1.927823E-02    0.84441  9.148151E+44  2.000000E+00
   587  7.40415349  0.72426E+00   0.28230   3.79678   7.18955   1.88041   0.00000   0.00000  0.14571  0.00000   2.44258  0.791E+00  0.149E+00  0.000E+00  0.512E-01  0.2607  6.0276  0.1665   1.1772  4.3860  1.230000  0.000E+00  2.82302E-01  0.00000E+00  0.00000E+00    7.02135  -99.00000  -99.00000  -99.00000  -99.00000        1.989942E-02    0.84366  9.190370E+44  2.000000E+00
